id,variante_principale,variante_ingredients,variante_permutation,actions_principale,actions_ingredients,actions_permutation,nb_principale,nb_ingredients,nb_permutation,title,category,number_of_steps,number_of_ingredients,complexity,flag_t6_complet,flag_t6_doublon,flag_t6_vide,flag_t6_anti_dup,flag_t6_global,cluster
1685189720,"['prep', 'mix', 'heat', 'bake', 'chill', 'pour', 'serve']","['chop', 'measure', 'grate', 'squeeze', 'whisk', 'stir', 'pour', 'mix', 'heat', 'bake', 'chill', 'serve']","['prep', 'heat', 'mix', 'bake', 'pour', 'chill', 'serve']","['prep', 'mix', 'heat', 'bake', 'chill', 'pour', 'serve']","['chop', 'measure', 'grate', 'squeeze', 'whisk', 'stir', 'pour', 'mix', 'heat', 'bake', 'chill', 'serve']","['prep', 'heat', 'mix', 'bake', 'pour', 'chill', 'serve']",7,12,7,Blood Orange Cheesecake,bakery,39,22,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,19
16afe34fa5,"['rinse', 'cook', 'rehydrate', 'julienne', 'simmer', 'skim', 'mix', 'shred', 'boil', 'cut', 'decorate']","['chop', 'measure', 'pour', 'rehydrate', 'julienne', 'slice', 'beat', 'shred', 'boil', 'cut', 'dice', 'mix', 'simmer', 'skim', 'season']","['rehydrate', 'julienne', 'rinse', 'cook', 'simmer', 'skim', 'mix', 'shred', 'boil', 'cut', 'decorate']","['rinse', 'cook', 'rehydrate', 'julienne', 'simmer', 'skim', 'mix', 'shred', 'boil', 'cut', 'decorate']","['chop', 'measure', 'pour', 'rehydrate', 'julienne', 'slice', 'beat', 'shred', 'boil', 'cut', 'dice', 'mix', 'simmer', 'skim', 'season']","['rehydrate', 'julienne', 'rinse', 'cook', 'simmer', 'skim', 'mix', 'shred', 'boil', 'cut', 'decorate']",11,15,11,Quick and Easy Authentic Chirashi Sushi,quick_prep,19,15,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
16a80b7018,"['chop', 'mix', 'fry', 'heat', 'serve']","['chop', 'measure', 'pour', 'mix', 'fry', 'heat', 'season', 'garnish', 'serve']","['mix', 'chop', 'fry', 'heat', 'serve']","['chop', 'mix', 'fry', 'heat', 'serve']","['chop', 'measure', 'pour', 'mix', 'fry', 'heat', 'season', 'garnish', 'serve']","['mix', 'chop', 'fry', 'heat', 'serve']",5,9,5,Seafood and chicken paella,other,9,18,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,2
16b1eb2faa,"['sift', 'cream', 'beat', 'fold', 'pour', 'bake', 'frost']","['sift', 'measure', 'chop', 'cream', 'beat', 'fold', 'mix', 'pour', 'bake', 'frost']","['beat', 'sift', 'fold', 'cream', 'pour', 'bake', 'frost']","['sift', 'cream', 'beat', 'fold', 'pour', 'bake', 'frost']","['sift', 'measure', 'chop', 'cream', 'beat', 'fold', 'mix', 'pour', 'bake', 'frost']","['beat', 'sift', 'fold', 'cream', 'pour', 'bake', 'frost']",7,10,7,AMIEs CHOCO PISTACCHI BUTTER cake,bakery,21,11,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
001577ef97,"['fill', 'heat', 'boil', 'serve']","['fetch', 'fill', 'add', 'stir', 'heat', 'boil', 'season', 'serve']","['heat', 'fill', 'boil', 'serve']","['fill', 'heat', 'boil', 'serve']","['fetch', 'fill', 'add', 'stir', 'heat', 'boil', 'season', 'serve']","['heat', 'fill', 'boil', 'serve']",4,8,4,How to Boil Water,other,27,2,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
000320b7ce,"['prep', 'mix', 'heat', 'bake', 'cool', 'serve']","['chop', 'measure', 'mash', 'beat', 'stir', 'sprinkle', 'pour']","['heat', 'prep', 'mix', 'bake', 'cool', 'serve']","['prep', 'mix', 'heat', 'bake', 'cool', 'serve']","['chop', 'measure', 'mash', 'beat', 'stir', 'sprinkle', 'pour']","['heat', 'prep', 'mix', 'bake', 'cool', 'serve']",6,7,6,Tropical Banana Muffins,bakery,10,13,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
001404a16f,"['boil', 'mash', 'stir', 'scoop', 'serve']","['dice', 'toss', 'crumble', 'mash', 'stir', 'chop', 'pour', 'mix']","['boil', 'scoop', 'mash', 'stir', 'serve']","['boil', 'mash', 'stir', 'scoop', 'serve']","['dice', 'toss', 'crumble', 'mash', 'stir', 'chop', 'pour', 'mix']","['boil', 'scoop', 'mash', 'stir', 'serve']",5,8,5,Bacon Avocado Deviled Eggs,other,12,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,21
16ade55c59,"['chop', 'mix', 'heat', 'cook', 'stir', 'serve']","['chop', 'measure', 'pour', 'grate', 'drain', 'rinse', 'toss', 'sprinkle', 'stir', 'simmer']","['heat', 'chop', 'cook', 'mix', 'stir', 'serve']","['chop', 'mix', 'heat', 'cook', 'stir', 'serve']","['chop', 'measure', 'pour', 'grate', 'drain', 'rinse', 'toss', 'sprinkle', 'stir', 'simmer']","['heat', 'chop', 'cook', 'mix', 'stir', 'serve']",6,10,6,Phenomenal Chicken and Pasta in Creamy Pesto Sauce,other,19,23,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
16a0fc70c1,"['dry', 'sprinkle', 'heat', 'brown', 'add', 'stir', 'simmer', 'skim', 'serve']","['chop', 'measure', 'dry', 'sprinkle', 'heat', 'brown', 'saute', 'add', 'stir', 'simmer', 'skim', 'season', 'serve']","['heat', 'dry', 'sprinkle', 'brown', 'stir', 'add', 'simmer', 'skim', 'serve']","['dry', 'sprinkle', 'heat', 'brown', 'add', 'stir', 'simmer', 'skim', 'serve']","['chop', 'measure', 'dry', 'sprinkle', 'heat', 'brown', 'saute', 'add', 'stir', 'simmer', 'skim', 'season', 'serve']","['heat', 'dry', 'sprinkle', 'brown', 'stir', 'add', 'simmer', 'skim', 'serve']",9,13,9,Veal Stew Marengo,stew,26,18,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,24
16b56c6bb0,"['chop', 'mix', 'stir', 'season', 'serve']","['chop', 'peel', 'pit', 'crumble', 'pour', 'sprinkle', 'drizzle']","['season', 'stir', 'mix', 'chop', 'serve']","['chop', 'mix', 'stir', 'season', 'serve']","['chop', 'peel', 'pit', 'crumble', 'pour', 'sprinkle', 'drizzle']","['season', 'stir', 'mix', 'chop', 'serve']",5,7,5,"Yummy Tomato, Avocado & Feta Salad",quick_prep,5,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
16c73c727d,"['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'knead', 'shape', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']","['chop', 'mix', 'heat', 'cook', 'serve']","['chop', 'measure', 'pour', 'mix', 'knead', 'shape', 'heat', 'cook', 'season']","['heat', 'chop', 'mix', 'cook', 'serve']",5,9,5,Ranch Burgers,other,1,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
001b2ddde5,"['place', 'mix', 'heat', 'cool', 'divide', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'arrange', 'garnish']","['heat', 'place', 'mix', 'cool', 'divide', 'serve']","['place', 'mix', 'heat', 'cool', 'divide', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'arrange', 'garnish']","['heat', 'place', 'mix', 'cool', 'divide', 'serve']",6,6,6,"You-""CAN""-Do-It FIG NEWTONS Peach Cobbler",other,5,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
00154ea0c2,"['chop', 'heat', 'mix', 'cook', 'puree', 'whip', 'serve']","['chop', 'dice', 'measure', 'pour', 'stir', 'tie', 'add', 'beat', 'drizzle']","['heat', 'chop', 'mix', 'puree', 'cook', 'whip', 'serve']","['chop', 'heat', 'mix', 'cook', 'puree', 'whip', 'serve']","['chop', 'dice', 'measure', 'pour', 'stir', 'tie', 'add', 'beat', 'drizzle']","['heat', 'chop', 'mix', 'puree', 'cook', 'whip', 'serve']",7,9,7,Chestnut-Apple Soup With Calvados Cream,stew,23,17,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
169b50140a,"['chop', 'mix', 'stir', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'fold', 'stir']","['stir', 'chop', 'mix', 'serve']","['chop', 'mix', 'stir', 'serve']","['chop', 'dice', 'mince', 'measure', 'pour', 'fold', 'stir']","['stir', 'chop', 'mix', 'serve']",4,7,4,Black Bean-Mango Salsa,other,4,13,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
16ade55ce9,"['chop', 'mix', 'heat', 'sear', 'rest', 'assemble', 'serve']","['chop', 'julienne', 'measure', 'mix', 'sprinkle', 'pour', 'sear', 'rest', 'assemble', 'serve']","['heat', 'sear', 'rest', 'mix', 'chop', 'assemble', 'serve']","['chop', 'mix', 'heat', 'sear', 'rest', 'assemble', 'serve']","['chop', 'julienne', 'measure', 'mix', 'sprinkle', 'pour', 'sear', 'rest', 'assemble', 'serve']","['heat', 'sear', 'rest', 'mix', 'chop', 'assemble', 'serve']",7,10,7,Jerk Chicken Banh Mi with Daikon Pickles,other,12,21,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
16c168c869,"['chop', 'peel', 'cover', 'drain', 'boil', 'add', 'thicken', 'simmer', 'bottle']","['chop', 'peel', 'measure', 'cover', 'drain', 'pour', 'add', 'mix', 'thicken', 'simmer', 'bottle']","['peel', 'cover', 'chop', 'drain', 'add', 'boil', 'thicken', 'simmer', 'bottle']","['chop', 'peel', 'cover', 'drain', 'boil', 'add', 'thicken', 'simmer', 'bottle']","['chop', 'peel', 'measure', 'cover', 'drain', 'pour', 'add', 'mix', 'thicken', 'simmer', 'bottle']","['peel', 'cover', 'chop', 'drain', 'add', 'boil', 'thicken', 'simmer', 'bottle']",9,11,9,Evas Mustard Pickle,other,19,15,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
16afeec8c0,"['melt', 'crack', 'beat', 'microwave', 'stir', 'separate', 'spread', 'top', 'heat', 'serve']","['melt', 'crack', 'beat', 'mix', 'microwave', 'stir', 'separate', 'spread', 'top', 'arrange', 'heat', 'serve']","['microwave', 'melt', 'crack', 'beat', 'stir', 'separate', 'spread', 'top', 'heat', 'serve']","['melt', 'crack', 'beat', 'microwave', 'stir', 'separate', 'spread', 'top', 'heat', 'serve']","['melt', 'crack', 'beat', 'mix', 'microwave', 'stir', 'separate', 'spread', 'top', 'arrange', 'heat', 'serve']","['microwave', 'melt', 'crack', 'beat', 'stir', 'separate', 'spread', 'top', 'heat', 'serve']",10,12,10,Sun-Up Sandwich,quick_prep,20,7,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,15
001dcd11d0,"['chop', 'mix', 'heat', 'serve']","['wash', 'chop', 'measure', 'peel', 'slice', 'mix', 'arrange']","['heat', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'serve']","['wash', 'chop', 'measure', 'peel', 'slice', 'mix', 'arrange']","['heat', 'chop', 'mix', 'serve']",4,7,4,"Potatoes, Leeks, and Carrots in Parchment",stew,11,6,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,16
001b9e0557,"['chop', 'heat', 'cook', 'mix', 'serve']","['chop', 'peel', 'slice', 'measure', 'pour', 'mix', 'drain', 'sprinkle']","['heat', 'chop', 'cook', 'mix', 'serve']","['chop', 'heat', 'cook', 'mix', 'serve']","['chop', 'peel', 'slice', 'measure', 'pour', 'mix', 'drain', 'sprinkle']","['heat', 'chop', 'cook', 'mix', 'serve']",5,8,5,Beet and Citrus Salad,quick_prep,22,9,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
16b9ae3e03,"['chop', 'mix', 'heat', 'flip', 'serve']","['chop', 'peel', 'measure', 'whisk', 'pour', 'mash', 'dust']","['heat', 'chop', 'mix', 'flip', 'serve']","['chop', 'mix', 'heat', 'flip', 'serve']","['chop', 'peel', 'measure', 'whisk', 'pour', 'mash', 'dust']","['heat', 'chop', 'mix', 'flip', 'serve']",5,7,5,Pfannekuchen (German Pancakes) with Homemade Apple Sauce,bakery,19,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
0019ae8eca,"['chop', 'cook', 'mix', 'sprinkle', 'serve']","['chop', 'crumble', 'measure', 'pour', 'arrange', 'sprinkle']","['cook', 'chop', 'mix', 'sprinkle', 'serve']","['chop', 'cook', 'mix', 'sprinkle', 'serve']","['chop', 'crumble', 'measure', 'pour', 'arrange', 'sprinkle']","['cook', 'chop', 'mix', 'sprinkle', 'serve']",5,6,5,Smoked Turkey Club Salad,quick_prep,6,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,4
001ab60ef2,"['grease', 'sift', 'beat', 'mix', 'drop', 'bake', 'remove', 'serve']","['chop', 'measure', 'sift', 'beat', 'mix', 'fold', 'add', 'drop', 'bake', 'remove', 'serve']","['sift', 'beat', 'grease', 'mix', 'drop', 'bake', 'remove', 'serve']","['grease', 'sift', 'beat', 'mix', 'drop', 'bake', 'remove', 'serve']","['chop', 'measure', 'sift', 'beat', 'mix', 'fold', 'add', 'drop', 'bake', 'remove', 'serve']","['sift', 'beat', 'grease', 'mix', 'drop', 'bake', 'remove', 'serve']",8,11,8,Muffins Basic and Variations,bakery,30,7,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
001ba13f50,"['melt', 'roll', 'mix', 'beat', 'spread', 'chill']","['melt', 'roll', 'crush', 'mix', 'beat', 'whip', 'spread', 'chill']","['roll', 'melt', 'beat', 'mix', 'spread', 'chill']","['melt', 'roll', 'mix', 'beat', 'spread', 'chill']","['melt', 'roll', 'crush', 'mix', 'beat', 'whip', 'spread', 'chill']","['roll', 'melt', 'beat', 'mix', 'spread', 'chill']",6,8,6,Pecan Ice Cream Dessert Recipe,other,10,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,11
0020d1020c,"['hull', 'whizz', 'serve']","['hull', 'chop', 'measure', 'whizz', 'strain']","['whizz', 'hull', 'serve']","['hull', 'whizz', 'serve']","['hull', 'chop', 'measure', 'whizz', 'strain']","['whizz', 'hull', 'serve']",3,5,3,Strawberry and Watermelon Smoothies,quick_prep,4,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
16c27f4432,"['drain', 'chop', 'mix', 'toss', 'serve']","['drain', 'chop', 'measure', 'pour', 'squeeze', 'mix', 'toss', 'season']","['chop', 'drain', 'toss', 'mix', 'serve']","['drain', 'chop', 'mix', 'toss', 'serve']","['drain', 'chop', 'measure', 'pour', 'squeeze', 'mix', 'toss', 'season']","['chop', 'drain', 'toss', 'mix', 'serve']",5,8,5,Marinated Chickpeas,other,1,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
0018861236,"['chop', 'mix', 'pour', 'season']","['chop', 'dice', 'mince', 'mix', 'pour', 'season']","['pour', 'chop', 'mix', 'season']","['chop', 'mix', 'pour', 'season']","['chop', 'dice', 'mince', 'mix', 'pour', 'season']","['pour', 'chop', 'mix', 'season']",4,6,4,Corn Salad,quick_prep,6,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
0023141e65,"['rinse', 'rub', 'place', 'cook', 'test', 'pick']","['chop', 'measure', 'mix', 'rub', 'place', 'cook', 'test', 'pick', 'save']","['place', 'rub', 'rinse', 'cook', 'test', 'pick']","['rinse', 'rub', 'place', 'cook', 'test', 'pick']","['chop', 'measure', 'mix', 'rub', 'place', 'cook', 'test', 'pick', 'save']","['place', 'rub', 'rinse', 'cook', 'test', 'pick']",6,9,6,Crock Pot Whole Baked Chicken,stew,12,6,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
000095fc1d,"['layer', 'mix', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'arrange']","['mix', 'layer', 'serve']","['layer', 'mix', 'serve']","['chop', 'measure', 'pour', 'sprinkle', 'arrange']","['mix', 'layer', 'serve']",3,5,3,Yogurt Parfaits,quick_prep,1,3,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
16ce779325,"['chop', 'toast', 'smear', 'layer', 'season', 'serve']","['chop', 'mash', 'smear', 'cook', 'layer', 'season', 'taste', 'assemble']","['toast', 'chop', 'smear', 'season', 'layer', 'serve']","['chop', 'toast', 'smear', 'layer', 'season', 'serve']","['chop', 'mash', 'smear', 'cook', 'layer', 'season', 'taste', 'assemble']","['toast', 'chop', 'smear', 'season', 'layer', 'serve']",6,8,6,The Ultimate BLT Sandwich,quick_prep,10,7,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,0
001f8b08ac,"['chop', 'mix', 'toss', 'serve']","['chop', 'dice', 'slice', 'measure', 'pour', 'toss']","['toss', 'chop', 'mix', 'serve']","['chop', 'mix', 'toss', 'serve']","['chop', 'dice', 'slice', 'measure', 'pour', 'toss']","['toss', 'chop', 'mix', 'serve']",4,6,4,Green Salad With Romaine Lettuce and Mangoes,quick_prep,2,4,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,17
001fc433cf,"['chop', 'cook', 'drain', 'grease', 'spread', 'pour', 'repeat', 'cover', 'bake', 'serve']","['chop', 'measure', 'dice', 'brown', 'drain', 'grease', 'spread', 'pour', 'mix', 'layer', 'cover', 'bake', 'top', 'serve']","['cook', 'chop', 'drain', 'grease', 'spread', 'pour', 'repeat', 'cover', 'bake', 'serve']","['chop', 'cook', 'drain', 'grease', 'spread', 'pour', 'repeat', 'cover', 'bake', 'serve']","['chop', 'measure', 'dice', 'brown', 'drain', 'grease', 'spread', 'pour', 'mix', 'layer', 'cover', 'bake', 'top', 'serve']","['cook', 'chop', 'drain', 'grease', 'spread', 'pour', 'repeat', 'cover', 'bake', 'serve']",10,14,10,Arroz Bago (Lazy Rice) Recipe,other,15,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,3
001078d812,"['chop', 'mix', 'hollow', 'fill', 'serve']","['chop', 'slice', 'measure', 'drain', 'mix', 'stir', 'fill']","['fill', 'hollow', 'mix', 'chop', 'serve']","['chop', 'mix', 'hollow', 'fill', 'serve']","['chop', 'slice', 'measure', 'drain', 'mix', 'stir', 'fill']","['fill', 'hollow', 'mix', 'chop', 'serve']",5,7,5,Reuben in the Round,other,6,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
16c9dc759d,"['chop', 'arrange', 'sprinkle', 'serve']","['chop', 'peel', 'dice', 'measure', 'arrange', 'sprinkle']","['arrange', 'sprinkle', 'chop', 'serve']","['chop', 'arrange', 'sprinkle', 'serve']","['chop', 'peel', 'dice', 'measure', 'arrange', 'sprinkle']","['arrange', 'sprinkle', 'chop', 'serve']",4,6,4,Caribbean Cobb Salad,quick_prep,5,8,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
001bf40cdc,"['chop', 'mix', 'grill', 'melt', 'toast', 'assemble']","['chop', 'dice', 'slice', 'crumble', 'measure', 'mix', 'marinate', 'grill', 'melt', 'toast', 'assemble']","['grill', 'chop', 'mix', 'toast', 'melt', 'assemble']","['chop', 'mix', 'grill', 'melt', 'toast', 'assemble']","['chop', 'dice', 'slice', 'crumble', 'measure', 'mix', 'marinate', 'grill', 'melt', 'toast', 'assemble']","['grill', 'chop', 'mix', 'toast', 'melt', 'assemble']",6,11,6,Southwestern Burgers,other,7,11,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,0
002674872e,"['chop', 'mix', 'heat', 'finish', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'finish', 'serve']","['heat', 'chop', 'mix', 'finish', 'serve']","['chop', 'mix', 'heat', 'finish', 'serve']","['chop', 'measure', 'pour', 'mix', 'heat', 'finish', 'serve']","['heat', 'chop', 'mix', 'finish', 'serve']",5,7,5,SuperBowl Empanadas,other,1,2,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,22
001f597fa0,"['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'measure', 'peel', 'sprinkle', 'mix', 'combine', 'garnish']","['heat', 'bake', 'mix', 'chop', 'serve']","['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'measure', 'peel', 'sprinkle', 'mix', 'combine', 'garnish']","['heat', 'bake', 'mix', 'chop', 'serve']",5,7,5,Apple Date Crisp,other,6,9,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
16c8f0235f,"['chop', 'heat', 'cook', 'stir', 'season', 'serve']","['chop', 'measure', 'pour', 'whisk', 'dice', 'slice', 'trim', 'rinse']","['heat', 'chop', 'stir', 'cook', 'season', 'serve']","['chop', 'heat', 'cook', 'stir', 'season', 'serve']","['chop', 'measure', 'pour', 'whisk', 'dice', 'slice', 'trim', 'rinse']","['heat', 'chop', 'stir', 'cook', 'season', 'serve']",6,8,6,Stewed Beef With Creamy Polenta,stew,26,15,elevee,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,20
16c86be602,"['grease', 'mix', 'bake', 'cool', 'melt', 'spread', 'drizzle']","['measure', 'sift', 'crush', 'whisk', 'beat', 'stir', 'melt', 'spread', 'drizzle']","['grease', 'bake', 'mix', 'cool', 'melt', 'drizzle', 'spread']","['grease', 'mix', 'bake', 'cool', 'melt', 'spread', 'drizzle']","['measure', 'sift', 'crush', 'whisk', 'beat', 'stir', 'melt', 'spread', 'drizzle']","['grease', 'bake', 'mix', 'cool', 'melt', 'drizzle', 'spread']",7,9,7,S'more Snack Cake,bakery,13,11,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
16b4226046,"['chop', 'season', 'wrap', 'heat', 'roast', 'rest', 'serve']","['chop', 'measure', 'pour', 'toss', 'wrap', 'scatter', 'season', 'drizzle', 'heat', 'roast', 'rest']","['season', 'chop', 'wrap', 'heat', 'roast', 'rest', 'serve']","['chop', 'season', 'wrap', 'heat', 'roast', 'rest', 'serve']","['chop', 'measure', 'pour', 'toss', 'wrap', 'scatter', 'season', 'drizzle', 'heat', 'roast', 'rest']","['season', 'chop', 'wrap', 'heat', 'roast', 'rest', 'serve']",7,11,7,Bacon-Wrapped Pork Tenderloin Recipe,quick_prep,9,6,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
0024419cd2,"['whisk', 'stir', 'spritz', 'bake', 'cool']","['chop', 'measure', 'whisk', 'stir', 'spritz', 'grate', 'drain', 'zest', 'peel']","['whisk', 'spritz', 'stir', 'bake', 'cool']","['whisk', 'stir', 'spritz', 'bake', 'cool']","['chop', 'measure', 'whisk', 'stir', 'spritz', 'grate', 'drain', 'zest', 'peel']","['whisk', 'spritz', 'stir', 'bake', 'cool']",5,9,5,Morning Glory Muffins,bakery,11,16,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,13
16d45215be,"['zest', 'combine', 'boil', 'cool', 'toss', 'chill', 'serve']","['zest', 'measure', 'chop', 'slice', 'pare', 'peel', 'quarter', 'combine', 'boil', 'cool', 'toss', 'chill', 'serve']","['combine', 'zest', 'boil', 'toss', 'cool', 'chill', 'serve']","['zest', 'combine', 'boil', 'cool', 'toss', 'chill', 'serve']","['zest', 'measure', 'chop', 'slice', 'pare', 'peel', 'quarter', 'combine', 'boil', 'cool', 'toss', 'chill', 'serve']","['combine', 'zest', 'boil', 'toss', 'cool', 'chill', 'serve']",7,13,7,Everything-But-Umami Relish,other,16,13,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,8
0010cad8ab,"['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'mince', 'measure', 'pour', 'rub', 'season', 'bake', 'serve']","['heat', 'bake', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'bake', 'serve']","['chop', 'mince', 'measure', 'pour', 'rub', 'season', 'bake', 'serve']","['heat', 'bake', 'chop', 'mix', 'serve']",5,8,5,Garlic and Dill Salmon,other,7,5,simple,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,1
00343036e7,"['grate', 'rinse', 'cut', 'mix', 'heat', 'strain', 'serve']","['grate', 'rinse', 'cut', 'chop', 'measure', 'pour', 'mix', 'strain', 'heat', 'season']","['cut', 'grate', 'rinse', 'strain', 'mix', 'heat', 'serve']","['grate', 'rinse', 'cut', 'mix', 'heat', 'strain', 'serve']","['grate', 'rinse', 'cut', 'chop', 'measure', 'pour', 'mix', 'strain', 'heat', 'season']","['cut', 'grate', 'rinse', 'strain', 'mix', 'heat', 'serve']",7,10,7,Indonesian Nasi Kuning,other,11,6,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,14
003dc12974,"['chop', 'mix', 'heat', 'stir', 'serve']","['chop', 'measure', 'pour', 'whisk', 'dice', 'melt', 'stir', 'blend']","['heat', 'stir', 'chop', 'mix', 'serve']","['chop', 'mix', 'heat', 'stir', 'serve']","['chop', 'measure', 'pour', 'whisk', 'dice', 'melt', 'stir', 'blend']","['heat', 'stir', 'chop', 'mix', 'serve']",5,8,5,Baked Potato Soup,stew,12,9,moyenne,CONFORME,CONFORME,CONFORME,CONFORME,CONFORME,6
